"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"plush","0","3","170641","913458","1.02760110006389","less"
"jaime","0","3","170641","913458","1.02760110006389","less"
"296","0","3","170641","913458","1.02760110006389","less"
"militarily","0","3","170641","913458","1.02760110006389","less"
"armchair","0","3","170641","913458","1.02760110006389","less"
"trot","0","3","170641","913458","1.02760110006389","less"
"arnault","0","3","170641","913458","1.02760110006389","less"
"draped","0","3","170641","913458","1.02760110006389","less"
"olazabal","0","3","170641","913458","1.02760110006389","less"
"bloke","0","3","170641","913458","1.02760110006389","less"
"0255","0","3","170641","913458","1.02760110006389","less"
"overalls","0","3","170641","913458","1.02760110006389","less"
"£65","0","3","170641","913458","1.02760110006389","less"
"windhoek","0","3","170641","913458","1.02760110006389","less"
"fixed-price","0","3","170641","913458","1.02760110006389","less"
"stunts","0","3","170641","913458","1.02760110006389","less"
"mast","0","3","170641","913458","1.02760110006389","less"
"cail","0","3","170641","913458","1.02760110006389","less"
"dandy","0","3","170641","913458","1.02760110006389","less"
"nicaraguan","0","3","170641","913458","1.02760110006389","less"
"pickings","0","3","170641","913458","1.02760110006389","less"
"lunches","0","3","170641","913458","1.02760110006389","less"
"14-year-olds","0","3","170641","913458","1.02760110006389","less"
"superiors","0","3","170641","913458","1.02760110006389","less"
"denim","0","3","170641","913458","1.02760110006389","less"
"inexplicable","0","3","170641","913458","1.02760110006389","less"
"adaptations","0","3","170641","913458","1.02760110006389","less"
"tyranny","0","3","170641","913458","1.02760110006389","less"
"hencke","0","3","170641","913458","1.02760110006389","less"
"carer","0","3","170641","913458","1.02760110006389","less"
"gut","0","3","170641","913458","1.02760110006389","less"
"livid","0","3","170641","913458","1.02760110006389","less"
"quiberon","0","3","170641","913458","1.02760110006389","less"
"interpreter","0","3","170641","913458","1.02760110006389","less"
"mullins","0","3","170641","913458","1.02760110006389","less"
"inconvenient","0","3","170641","913458","1.02760110006389","less"
"corpses","0","3","170641","913458","1.02760110006389","less"
"orphanage","0","3","170641","913458","1.02760110006389","less"
"pulse","0","3","170641","913458","1.02760110006389","less"
"lunged","0","3","170641","913458","1.02760110006389","less"
"euro-mp","0","3","170641","913458","1.02760110006389","less"
"rains","0","3","170641","913458","1.02760110006389","less"
"3218","0","3","170641","913458","1.02760110006389","less"
"homecoming","0","3","170641","913458","1.02760110006389","less"
"spying","0","3","170641","913458","1.02760110006389","less"
"renewing","0","3","170641","913458","1.02760110006389","less"
"life-saving","0","3","170641","913458","1.02760110006389","less"
"knob","0","3","170641","913458","1.02760110006389","less"
"furnished","0","3","170641","913458","1.02760110006389","less"
"nsc","0","3","170641","913458","1.02760110006389","less"
"papersave","0","3","170641","913458","1.02760110006389","less"
"prohibition","0","3","170641","913458","1.02760110006389","less"
"ctc","0","3","170641","913458","1.02760110006389","less"
"broadgreen","0","3","170641","913458","1.02760110006389","less"
"seizing","0","3","170641","913458","1.02760110006389","less"
"sin","0","3","170641","913458","1.02760110006389","less"
"autographs","0","3","170641","913458","1.02760110006389","less"
"lieu","0","3","170641","913458","1.02760110006389","less"
"leone","0","3","170641","913458","1.02760110006389","less"
"three-mile","0","3","170641","913458","1.02760110006389","less"
"paperback","0","3","170641","913458","1.02760110006389","less"
"bigotry","0","3","170641","913458","1.02760110006389","less"
"fr","0","3","170641","913458","1.02760110006389","less"
"captive","0","3","170641","913458","1.02760110006389","less"
"salang","0","3","170641","913458","1.02760110006389","less"
"hayton","0","3","170641","913458","1.02760110006389","less"
"nylon","0","3","170641","913458","1.02760110006389","less"
"likeable","0","3","170641","913458","1.02760110006389","less"
"lansdowne","0","3","170641","913458","1.02760110006389","less"
"reticent","0","3","170641","913458","1.02760110006389","less"
"campese","0","3","170641","913458","1.02760110006389","less"
"alexandria","0","3","170641","913458","1.02760110006389","less"
"realised","5","42","170636","913419","1.02063957384192","less"
"square","10","74","170631","913387","1.00254797967472","less"
"nor","10","74","170631","913387","1.00254797967472","less"
"frank","11","83","170630","913378","1.248969706542","less"
"deliberately","2","21","170639","913440","0.998793634150491","less"
"huddersfield","2","21","170639","913440","0.998793634150491","less"
"aberdeen","2","21","170639","913440","0.998793634150491","less"
"toys","2","21","170639","913440","0.998793634150491","less"
"guardian","2","21","170639","913440","0.998793634150491","less"
"anglia","2","21","170639","913440","0.998793634150491","less"
"intelligence","2","21","170639","913440","0.998793634150491","less"
"repeatedly","2","21","170639","913440","0.998793634150491","less"
"southport","2","21","170639","913440","0.998793634150491","less"
"nearest","2","21","170639","913440","0.998793634150491","less"
"donovan","2","21","170639","913440","0.998793634150491","less"
"hopefully","2","21","170639","913440","0.998793634150491","less"
"champagne","2","21","170639","913440","0.998793634150491","less"
"attendance","2","21","170639","913440","0.998793634150491","less"
"restore","2","21","170639","913440","0.998793634150491","less"
"engineers","2","21","170639","913440","0.998793634150491","less"
"marshall","2","21","170639","913440","0.998793634150491","less"
"holmes","2","21","170639","913440","0.998793634150491","less"
"vice","2","21","170639","913440","0.998793634150491","less"
"wishes","2","21","170639","913440","0.998793634150491","less"
"betting","2","21","170639","913440","0.998793634150491","less"
"somebody","2","21","170639","913440","0.998793634150491","less"
"finest","2","21","170639","913440","0.998793634150491","less"
"pr","2","21","170639","913440","0.998793634150491","less"
"coming","24","159","170617","913302","0.998501197554578","less"
"alone","16","88","170625","913373","0.00998335293711317","less"
"role","18","123","170623","913338","0.994181687923415","less"
"caught","14","82","170627","913379","0.0989081073662152","less"
"quickly","14","82","170627","913379","0.0989081073662152","less"
"supporting","4","35","170637","913426","0.987166729932137","less"
"independence","4","35","170637","913426","0.987166729932137","less"
"anyway","4","35","170637","913426","0.987166729932137","less"
"americans","4","35","170637","913426","0.987166729932137","less"
"attend","4","35","170637","913426","0.987166729932137","less"
"have","720","4011","169921","909450","0.983391570997497","less"
"attending","3","28","170638","913433","0.972545353966916","less"
"sudden","3","28","170638","913433","0.972545353966916","less"
"sponsorship","3","28","170638","913433","0.972545353966916","less"
"novel","3","28","170638","913433","0.972545353966916","less"
"smart","3","28","170638","913433","0.972545353966916","less"
"sure","23","132","170618","913329","0.0965346010541572","less"
"richmond","5","31","170636","913430","0.0962073899981131","less"
"ferries","5","31","170636","913430","0.0962073899981131","less"
"sought","5","31","170636","913430","0.0962073899981131","less"
"concluded","5","31","170636","913430","0.0962073899981131","less"
"successive","5","31","170636","913430","0.0962073899981131","less"
"motion","5","31","170636","913430","0.0962073899981131","less"
"committed","7","39","170634","913422","0.00957129801362577","less"
"33","6","48","170635","913413","0.955113968985942","less"
"storm","6","48","170635","913413","0.955113968985942","less"
"earth","6","48","170635","913413","0.955113968985942","less"
"presumably","1","13","170640","913448","0.945910199453778","less"
"angus","1","13","170640","913448","0.945910199453778","less"
"delegation","1","13","170640","913448","0.945910199453778","less"
"bedford","1","13","170640","913448","0.945910199453778","less"
"sandwich","1","13","170640","913448","0.945910199453778","less"
"64","1","13","170640","913448","0.945910199453778","less"
"attorney","1","13","170640","913448","0.945910199453778","less"
"neighbouring","1","13","170640","913448","0.945910199453778","less"
"butler","1","13","170640","913448","0.945910199453778","less"
"dating","1","13","170640","913448","0.945910199453778","less"
"contaminated","1","13","170640","913448","0.945910199453778","less"
"bother","1","13","170640","913448","0.945910199453778","less"
"considers","1","13","170640","913448","0.945910199453778","less"
"enthusiasts","1","13","170640","913448","0.945910199453778","less"
"scot","1","13","170640","913448","0.945910199453778","less"
"egypt","1","13","170640","913448","0.945910199453778","less"
"imposing","1","13","170640","913448","0.945910199453778","less"
"reshuffle","1","13","170640","913448","0.945910199453778","less"
"pole","1","13","170640","913448","0.945910199453778","less"
"2pm","1","13","170640","913448","0.945910199453778","less"
"boring","1","13","170640","913448","0.945910199453778","less"
"profession","1","13","170640","913448","0.945910199453778","less"
"salisbury","1","13","170640","913448","0.945910199453778","less"
"brutal","1","13","170640","913448","0.945910199453778","less"
"literally","1","13","170640","913448","0.945910199453778","less"
"wheels","1","13","170640","913448","0.945910199453778","less"
"collins","1","13","170640","913448","0.945910199453778","less"
"fiona","1","13","170640","913448","0.945910199453778","less"
"outing","1","13","170640","913448","0.945910199453778","less"
"ashes","1","13","170640","913448","0.945910199453778","less"
"bonanza","1","13","170640","913448","0.945910199453778","less"
"coaches","1","13","170640","913448","0.945910199453778","less"
"drums","1","13","170640","913448","0.945910199453778","less"
"shaken","1","13","170640","913448","0.945910199453778","less"
"stormed","1","13","170640","913448","0.945910199453778","less"
"intentions","1","13","170640","913448","0.945910199453778","less"
"depend","1","13","170640","913448","0.945910199453778","less"
"listening","1","13","170640","913448","0.945910199453778","less"
"peer","1","13","170640","913448","0.945910199453778","less"
"bodily","1","13","170640","913448","0.945910199453778","less"
"genius","1","13","170640","913448","0.945910199453778","less"
"p.","1","13","170640","913448","0.945910199453778","less"
"africans","1","13","170640","913448","0.945910199453778","less"
"treating","1","13","170640","913448","0.945910199453778","less"
"lighter","1","13","170640","913448","0.945910199453778","less"
"greek","1","13","170640","913448","0.945910199453778","less"
"hiding","1","13","170640","913448","0.945910199453778","less"
"campaigner","1","13","170640","913448","0.945910199453778","less"
"transformed","1","13","170640","913448","0.945910199453778","less"
"pilots","1","13","170640","913448","0.945910199453778","less"
"guards","1","13","170640","913448","0.945910199453778","less"
"dried","1","13","170640","913448","0.945910199453778","less"
"husbands","1","13","170640","913448","0.945910199453778","less"
"guys","1","13","170640","913448","0.945910199453778","less"
"patrol","1","13","170640","913448","0.945910199453778","less"
"outrageous","1","13","170640","913448","0.945910199453778","less"
"targeted","1","13","170640","913448","0.945910199453778","less"
"escort","1","13","170640","913448","0.945910199453778","less"
"5th","1","13","170640","913448","0.945910199453778","less"
"ussr","1","13","170640","913448","0.945910199453778","less"
"drives","1","13","170640","913448","0.945910199453778","less"
"consider","11","65","170630","913396","0.0940341705918779","less"
"reach","11","65","170630","913396","0.0940341705918779","less"
"same","58","355","170583","913106","0.924588945307105","less"
"j","8","48","170633","913413","0.0916951803922705","less"
"awarded","8","48","170633","913413","0.0916951803922705","less"
"influence","8","48","170633","913413","0.0916951803922705","less"
"put","84","466","170557","912995","0.0914534685768347","less"
"pretty","7","54","170634","913407","0.908481396236385","less"
"permanent","5","41","170636","913420","0.905628930343311","less"
"lawyer","5","41","170636","913420","0.905628930343311","less"
"escaped","5","41","170636","913420","0.905628930343311","less"
"28","11","79","170630","913382","0.897704687372706","less"
"be","913","4940","169728","908521","0.0890191496091042","less"
"conservative","13","91","170628","913370","0.874983926726067","less"
"bass","5","28","170636","913433","0.00871541725323732","less"
"users","5","28","170636","913433","0.00871541725323732","less"
"converted","5","28","170636","913433","0.00871541725323732","less"
"degree","5","28","170636","913433","0.00871541725323732","less"
"probably","22","126","170619","913335","0.0868631315765476","less"
"door","14","97","170627","913364","0.868102458405827","less"
"adrian","4","34","170637","913427","0.864040664935613","less"
"please","4","34","170637","913427","0.864040664935613","less"
"difficulty","4","34","170637","913427","0.864040664935613","less"
